name,status
Playful Data,closed
Voci Technologies,closed
Dhruva,closed
Polybiotics,closed
Renaissance Factory,closed
BladeLogic,closed
theeventwall,closed
SurIDx,operating
Videopixie,operating
InnerRewards,closed
MetaChannels,operating
Crate.IO,closed
CafeMom,operating
Okeanos Technologies,closed
Human Genome Research Institutes,closed
Outside.in,closed
Kimeltu,closed
ADEA Cutters,closed
Spaulding Clinical Research,operating
Jobzella,closed
Selero,closed
Envia Systems,operating
London Union,operating
GameMaki,operating
Lignol,closed
nxtControl,operating
Screenie,operating
Automation Alley,operating
Tara Systems,operating
Solar Earth Inc,closed
VoulezVousDiner,operating
QuotaDeck,closed
OpenRoad Integrated Media,operating
Hacker Target Pty Ltd,closed
TouchBase Technologies,operating
Topsfield Medical GmbH,operating
Rysto,operating
Primedic,closed
Koofers,closed
Peak Positioning Technologies,closed
EUROgenyx,operating
Social Plus,closed
nooked,closed
Xinyi Network,operating
GAMEin30,closed
Panelfly,closed
Ramen,operating
ArcherMind Technology,closed
Pose,operating
Lyatiss,closed
Leeo,closed
Ztory,operating
Coco Communications,operating
ricardo Group,closed
Epuramat,operating
HubHub,closed
Revver,closed
Knome,closed
Zume Life,operating
Envisia Therapeutics,closed
Flashback Technologies,operating
Numerous,closed
Eveningflavors.com,closed
beModel,closed
"PFITR, LLC",operating
TapBlaze,closed
MENA PRESTIGE,closed
LatamLeap,operating
MobStac,operating
500Friends,operating
Home-Account,operating
ProMed,closed
AVST,operating
Humagade,closed
Describe It,operating
Eribis Pharmaceuticals,operating
Capture Educational Consulting Services,closed
Klinq,closed
Womply,operating
Midwest New Beginnings,closed
MartMobi Technologies,closed
Bandspeed,closed
Adapt Technologies,closed
Hornet Networks,closed
BIOSAFE,operating
VinePair,closed
Hrmatches.com,closed
BluePoint Security™,operating
Trusight,operating
JAZZ TECHNOLOGIES,operating
CRITICAL TECHNOLOGIES,closed
ProHatch,closed
Applied BioMath,closed
Epazz,closed
Qlika,operating
Ambient Control Systems,operating
Vixlo,closed
ThirdLove,closed
Full Throttle Indoor Kart Racing,operating
Zaycon Fresh,closed
Total Immersion,closed
Novatris,operating
Celox Networks,closed
my4oneone,operating
Driveway Software,operating
Nire iHealth,operating
BeaconsInSpace,operating
TextMaster,operating
MR3Health,operating
Tuition.io,operating
Future Vision Energy,operating
Cellumen,closed
B2M Solutions,operating
OnlineSheetMusic,operating
Secusmart,closed
NavSemi Energy,operating
Form.io,operating
Stylehive,closed
TapRoot Systems,closed
Aaron Andrews Apparel,operating
Revuze,closed
Tindie,closed
Anglo Andino Group,operating
Waterline Data Science,closed
Wineverse,closed
Duokan.com,closed
JoKno,closed
Toura,closed
Evolution Mobile Platform,closed
VIP Cinema Seating,closed
CLEAN CORP JANITORIAL,operating
Qosmos,operating
Nuenz,operating
Synereca Pharmaceuticals,closed
Coolan,operating
Orbotics,closed
Qual Canal,operating
Amaranth Medical,closed
BeneChill,operating
Direct Allergy,closed
Pathway Medical Technologies,operating
GeoGRAFI,operating
Outernet,operating
Filament,operating
Sweeten,closed
My Mobile Watchdog,closed
Avito.ru,closed
Zaker,closed
Sugar Free Media,closed
Fillm,operating
Xwalker,closed
Spry,operating
Oxxon Therapeutics,operating
Cambridge Devices,closed
VHSquared,operating
Beijing Buding Fangzhou Science and Technology,closed
Shaanxi Join Innovation Technology,closed
Paktor,operating
Biospect,operating
Kewego,closed
TheInfoPro,closed
Endaga,closed
PhotoUp,closed
GoMetro,closed
GameLayers,closed
Club Motor Estates of Richfield,closed
SourceTrace Systems,operating
Asia Dairy Fab,closed
Qt Software,operating
Aerovance,closed
Capture Media,operating
Regent Education,closed
BridgePoint Medical,operating
KyePot,operating
bigtruck brand,operating
PathGroup,closed
Xenon Arc,closed
Imbera Electronics,operating
RelateIQ,closed
"Boomerang Financial, inc.",closed
I2 TELECOM INTERNATIONA,closed
Talko,closed
Cockroach Labs,operating
Glokalise,operating
Apparity,closed
auctionPAL,operating
CombiMatrix,closed
Opsona,operating
MOBI Wireless Management,closed
CashCashPinoy,closed
WaveDeck,operating
CAPE Technologies,closed
Ayrstone Productivity,operating
Tabfoundry,closed
Green Plug,operating
Paypersocial Ltd,closed
NexImmune,closed
MapHazardly,closed
Handpick,operating
Medical Image Mining Laboratories,closed
Moja Outdoors,operating
Mesmo.tv,operating
Koala Databank,operating
Money Transfer System IndiGoShare,operating
LyricFind,closed
The Other Guys,operating
hellocasa,operating
Choxi.com Inc. (formerly Nomorerack),closed
Llesiant,operating
GreenFuelsUSA,closed
Suja Juice,closed
Arkami,operating
Crowdberry,operating
Paltalk,closed
Cauli Rice,operating
TRELORA,closed
Tudor Ice Company,operating
The Pool - Entrepreneurship Club,closed
Fayettechill Clothing Company,operating
Looking Glass,operating
Infinite Wealth Creations,operating
Infinetics Technologies,operating
Tradeworks.io,closed
Lazarus Therapeutics,operating
Computerlogy,operating
72xuan,closed
Oxlo Systems,closed
SimpleTuition,operating
Numotion,closed
Phronesis Techne,closed
Shop2,operating
Number 1 Products and Services,operating
Policard,closed
Digna Biotech,closed
c-LEcta,operating
SoMuchMore,operating
RiseHealth,closed
Team8,closed
Qubole,closed
OpenFin,operating
Film Fresh,operating
Getyoo,operating
Mobiquity Technologies,closed
The Treeline Company,closed
Ubidata,operating
1 of 99,operating
RayDyne Energy,closed
MyTraining.pro,closed
Starpoint Health,closed
Fundz,closed
Moonlighting,closed
ShareMagnet,operating
C-Note,closed
Bright Power,closed
Boldomatic SA,closed
PushToTest,operating
enexion GmbH,operating
GoPro,operating
Bueda,closed
Miromatrix Medical,operating
RivalHealth,operating
YallaStay,closed
Spotwise,operating
Airship Ventures,closed
Page Mage,operating
MTailor,operating
Ads4books,operating
Arte Manifiesto,operating
Instapagar,operating
MobiTX,operating
Datawiz.io,operating
Mempile,closed
iCents.net,operating
Strikeface,operating
Shanon,closed
WudStay,closed
"Social Media Gateways, Inc.",closed
Vivogig,closed
Manomasa,operating
Desalitech,operating
Cerac,operating
Vixlet,closed
NanoVelos,closed
Endoart,closed
Telogis,closed
Big Fuel,closed
Ascenz,operating
CityFALCON,closed
Tip Network,closed
Rollbar,closed
SAS Sistema de Ensino,closed
MakieLab,operating
Gaia Herbs,closed
Quova,closed
Evoz,closed
Alphonso Inc,closed
Mobi Tech International,operating
First Data Corporation,operating
Interactive TKO,closed
TaKaDu,closed
LaunchCode,operating
Bigpoint,closed
Biowater Technology,operating
Petflow,operating
Denali Therapeutics,operating
"SKKY, Inc.",operating
6th Wave Innovations Corporation,operating
Inter-Grosshandel GmbH,closed
Shepherd Intelligent Systems,operating
ROME Corporation,operating
SafetyWeb,operating
MaxVision,operating
Gearbox Software,operating
Arxxus,operating
ListRunner,closed
Fashwell AG,operating
Green Graphix,closed
StopLight,closed
UGAME,operating
YouPic,closed
SimulScribe,operating
DioGenix,closed
myMedScore,operating
Kunerango,operating
TensorComm,closed
G-volution,closed
Graphicly,closed
Transpose,closed
StockStreams,closed
Vayyar,operating
Nine Iron Innovations,closed
StarMaker Interactive,operating
Glamorous Travel,operating
FeetMe,closed
SurfAir,operating
Eyelation,closed
Bitstrips,operating
Pulsant,closed
Starboard Storage Systems,operating
Vuv Analytics,operating
Active-Semi,operating
Tessella,closed
YouMail,operating
OrthogenRx,operating
Cool Earth Solar,closed
MoPub,closed
Nifty After Fifty,operating
food.de,closed
Chrome Capital Group,operating
ELARA Pharmaceuticals,operating
Borrego Solar Systems,closed
EzyInsights,closed
HaulerDeals,closed
iSocket Systems,closed
Super Technologies Inc.,operating
Egnyte,closed
Mealtek,operating
Trippin In,closed
Netsocket,operating
Warp Drive Bio,operating
CostPrize,operating
RETAIL PRO,closed
GWC,operating
Intellitactics,closed
Asyncode Limited,operating
Crowdway,closed
SignalPoint Communications,operating
FreeBrie,closed
AdStage,operating
MDG Medical,closed
Factery,operating
PointRight,closed
IntelliRisk Management,operating
Big Frame,operating
Openbucks,closed
NextLevel Health,operating
Mission Markets,closed
JAMR Labs,operating
CITIC Information Development,closed
Internet Commerce Corporation,operating
CustomerXPs Software,closed
Emerald Logic,closed
NCT Corporation,closed
Chiral Quest,operating
Triggerfox Corporation,operating
Trending.Info,closed
Fitting Room Social,closed
Clovis Oncology,closed
Scalable Display Technologies,closed
People Over Pixels,closed
Apprl,closed
HiringThing,operating
Kiddify,closed
teextee,operating
Videregen,operating
nLIGHT Corp.,closed
PLUX,operating
DesignMyNight,operating
United Dogs and Cats,closed
Benbria,closed
Fisher Coachworks,operating
Santh CleanEnergy Microgrid,closed
FabTask,closed
SKACE,closed
Kytera,operating
RetailMLS,operating
UK-EastLondon-Asian. Inc,operating
RADEUM,operating
Provision Diagnostic Imaging,operating
Bizible,closed
Frensenius Vascular Care,operating
Glimpse,operating
Imagimod,closed
DE Spirits,operating
Renewable Funding,operating
Cardiac Systemz,closed
Jianshu,operating
Pelican Renewables,closed
Home61,operating
iTraff Technology,closed
Kutoto,closed
Easydiagnosis,operating
ADMA Biologics,closed
Kaymu,closed
ProPublica,operating
Mayi Zhaopin,closed
Ganipara,closed
Salient Surgical Technologies,closed
"GreenPeptide Co.,Ltd.",operating
Applied solar Technologies,closed
US Shuttle of Boston,closed
ConnectEdu,closed
Technical Sales International,closed
VikPik,closed
Jimmy Fairly,operating
Access Media 3,operating
Open Drives,operating
Nu-Pulse,operating
Superfish,closed
myAchy,closed
Intelligence Architects,operating
Prefound,operating
China Medicine Corporation,closed
"Givella, LLC",closed
Lumicell,closed
MAINtag,operating
LogicStream Health,operating
Avior Computing,closed
BLiNQ Media,closed
Kitchit,operating
Sound Surgical Technologies,operating
LMI-Vet,closed
Chatwala,operating
Byliner,closed
Foodpanda,closed
MiniBrake,closed
NFi Studios,closed
THERAVECTYS,operating
MaMaMedia.com,closed
Palmetto Veterinary Associates,closed
AgileSource,closed
Mr.Snow,operating
NuPark,operating
Perk,operating
Fonteva,operating
"Power Supply Collective, Inc.",operating
Valet,operating
Liztic LLC,closed
U.S. Photonics,operating
XenoOne,closed
LSQ.io,operating
eCullet,operating
Healthcare IT,operating
Snaptu,closed
GiveNext,closed
S B E,operating
Midverse Studios,operating
CartHook,closed
"Samesurf, Inc.",operating
Tugg,closed
Qteros,closed
Book A Boat,operating
myStride,closed
NovoDynamics,operating
Zdorovio,closed
Hoteles y Clubs de Vacaciones SA,closed
Hathaway Renewable Energy,operating
Runic Games,closed
DocRun,operating
Lixte Biotechnology Holdings,closed
Disease Diagnostic Group,operating
Walls Holding,closed
Xtellus,closed
e994,closed
Naiscorp Information Technology Services,closed
TrustaFact,closed
Bloom & Wild,closed
Green Leaf Children,closed
Mill Creek Life Sciences,closed
Droid system master,closed
Marc & Spring,closed
Hover 3D,closed
MRxonline,operating
Ways to Wellness,operating
Movellas,closed
EcoVadis,operating
WellnessFX,closed
Wazzap,operating
Xevo,closed
Bquate,closed
Sanlorenzo,closed
PLC Systems,closed
GOOD,operating
Kingnaru Entertainment,operating
SSP Europe,operating
Spinal Restoration,closed
Remitly,operating
Everimaging Technology,operating
RunSignUp.com,operating
Alliance of Angels,operating
iDiscount Ltd,closed
Knoware,operating
kenxus,operating
Enxue.com,closed
Open Harbor,operating
Advanced Inquiry Systems Inc.,closed
Choose Energy,operating
BinWise,closed
Kuehnle Agrosystems,closed
Gaston Labs,closed
PWRF,closed
Darby Smart,operating
Somna Therapeutics,closed
Springlane GmbH,closed
Qwiki,closed
CrowdClock,operating
Kigo,closed
wrkbench.io,closed
Dwellxchange Inc.,closed
Maiden Media Group,closed
Lab Sensor Solutions,closed
Loaded Pocket,closed
CGI Pharmaceuticals,closed
Upverter,closed
"Safe Trade International, LLC",operating
"DataScience, Inc.",closed
Structured Polymers,operating
Unite Technologies,closed
Pelago,operating
Medgenome Labs,operating
Ludium Lab,closed
Kada Systems,closed
Pop Products,operating
ONE Change,closed
Energy Curb,operating
Brighton Biotech,operating
NeoZeo,closed
Dapper,closed
Applika,closed
Upclique,closed
xzoops,closed
ImpactGames,operating
Imonomi,operating
Ecosphere Technologies,operating
Garpun,operating
Comeet,closed
Precision Repair Network,closed
ON DEMAND Microelectronics,operating
Delivery Hero,closed
Echo Global Logistics,operating
Seculert,closed
DCITS,operating
Region BV,closed
C3RS,closed
Snapplify,closed
Sekal AS,operating
Bizo,closed
livelocal,closed
Novavax,operating
Likeastore,closed
TASCET,operating
Lunagames,closed
6Wunderkinder / Wunderlist,closed
Sword Diagnostics,operating
WaveMetrix,closed
Overdog,operating
DutyCalculator,closed
Reliance Globalcom,operating
ImageVision,operating
Guterman Partners,operating
Happiness,closed
Scannibal,operating
ChalkRow,closed
Proxeon,operating
Global New Media,closed
Austin Logistics Incorporated,closed
Somaxon Pharmaceuticals,operating
Rehabtics,closed
M8 Media & Tech LLC.,closed
Local Magnet,closed
CloudMade,closed
Loop54,closed
Rise Art,operating
Trellia Networks,operating
Easel,operating
TRIRIGA,closed
wayve,operating
Sensics,operating
Site9,closed
Optimer Pharmaceuticals,operating
6D Global Technologies,operating
Axonify,operating
Signal,closed
Neuronex,closed
The Industry's Alternative,closed
MasterCourses,closed
Selexys Pharmaceuticals Corporation,closed
J Squared Media,operating
Kahuna,operating
InfiniDB,closed
Pentadyne Power Corporation,operating
Fortressware,operating
Synchronized,operating
High There!,closed
SNAPP',operating
Hale Hau'oli Adult Day Care,closed
Pepperfry.com,closed
Ninebot,operating
DarwinSuzsoft,operating
Express KCS,closed
Graylog,closed
Mecenato,operating
Art Sumo,operating
Pushfor,closed
Population Genetics Technologies,closed
AppMyDay,operating
Sunlight Photonics,closed
AntCor,operating
Optifreeze,operating
registracija vozila,operating
Calista Technologies,closed
RyMM Education,closed
Cardion,operating
Billfish Software,closed
Alcyone Lifesciences,closed
Body Central,closed
"Cranium Cafe, LLC",operating
Trepup,operating
Staxxon,closed
A Place for Rover,operating
Thing Labs,closed
Vayable,operating
Calysta Energy,operating
Chariot,operating
Menias,operating
Stheno Corporation,operating
Sterilucent,operating
Cerberus Co.,operating
VChain Solutions,operating
Aloqa,operating
WellO2,closed
Resumesimo.com,operating
Whispto,closed
Active Scaler,operating
meracareerguide.com,operating
Movimento Group,operating
Abimate.ee,operating
LUXA,operating
Sitecert,closed
RentHop,closed
Alion Energy,closed
AdsLinked™,operating
Silverback Systems,closed
SonoMedica,closed
Gecko,operating
Dblur Technologies,operating
SoftPay Mobile,operating
Travtar,closed
Thames Card Technology,closed
Clerky,operating
Servio,closed
Signature Contracting Services,closed
Wires,closed
AkesoGenX,operating
Virtual Intelligence Technologies,operating
Pamlico Biopharma,closed
Taxon Biosciences,closed
Therachon,closed
Avox,closed
Sapheon,operating
Wave Semiconductor,closed
Derby Games,operating
Vera Whole Health,closed
Health Outcomes Worldwide,closed
RedOak Logic,closed
Doris & Dicky,closed
Anpac,operating
Everfi,closed
BeOnDesk,closed
PriceSpot,operating
Aqdot,closed
Cima NanoTech,operating
Top10,closed
American Hometec,closed
Roostify,closed
Ruckus,closed
Veridicus Health,closed
Next Games,operating
Publicfast,closed
Typerings.com,closed
Triplejump Group,closed
ValueClick,operating
Waste Ventures,closed
Ashmanov & Partners,operating
Sensee,closed
Publer,closed
Continuum Managed Services,operating
Tempi.do,operating
PolyMedix,operating
Spreaker,closed
AgriSync,operating
TheOfficialBoard,operating
Revnetics,closed
DMOD,operating
Qorkz,operating
Acacia,operating
bVisual,closed
DigitalTown,closed
ElastiMed,closed
Tata’s Natural Alchemy,closed
Gigturn,operating
"CompuTEK Industries, LLC.",closed
Corium International,closed
Admitly,closed
Sharewire,operating
Autocus,closed
dotHIV,operating
TeraLogic,closed
KIHEITAI,closed
Nordic Windpower,closed
Fashism,closed
SparkBase,operating
Miss Limpeza,closed
Deenty,operating
